County,ng_usd_per_mmbtu,e_usd_per_kwh,capital_pm
Coleman County,4.104451115114385,0.038959813375350136,0.930912346551
Collin County,4.06458999607385,0.043632016806722684,0.934919551799
Collingsworth County,4.13957870383708,0.038959813375350136,0.942884476185
Colorado County,4.18782174459626,0.041660253851540624,0.914357470429
Comal County,4.225176591411815,0.041660253851540624,0.920957219601
Comanche County,4.04266320377031,0.043632016806722684,0.93051033953
Concho County,4.12938229878039,0.038959813375350136,0.929924860597
Cooke County,4.08597903983053,0.043632016806722684,0.936838555336
Coryell County,4.045955699025145,0.043632016806722684,0.926893099591
Cottle County,4.110392635416865,0.038959813375350136,0.939813833237
Crane County,4.299092123680925,0.038959813375350136,0.940277083053
Crockett County,4.22493815080651,0.038959813375350136,0.933483260135
Crosby County,4.131365640445949,0.038959813375350136,0.939346516132
Culberson County,4.4355955921964405,0.038959813375350136,0.955274907872
Dallam County,4.413387766479785,0.038959813375350136,0.952102678743
Dallas County,4.049164359213975,0.043632016806722684,0.9326658535
Dawson County,4.108609125220805,0.038959813375350136,0.940201407671
Deaf Smith County,4.208691480206705,0.038959813375350136,0.949724348479
Delta County,4.1919109878514496,0.043632016806722684,0.933274179697
Denton County,4.018155902303925,0.043632016806722684,0.934957352777
DeWitt County,4.227131404707315,0.041660253851540624,0.914765102523
Dickens County,4.113774604022195,0.038959813375350136,0.938648617268
Dimmit County,4.304476743969295,0.041660253851540624,0.918249968972
Donley County,4.132684063355655,0.038959813375350136,0.943124226729
Duval County,4.29513039790005,0.041660253851540624,0.910997768695
Eastland County,4.02248845389023,0.043632016806722684,0.93239026178
Ector County,4.281039575742305,0.038959813375350136,0.941398556232
Edwards County,4.224394883580115,0.041660253851540624,0.926132781939
Ellis County,4.03514461715038,0.043632016806722684,0.93019192869
El Paso County,4.656782291001685,0.038959813375350136,0.971240332493
Erath County,4.013682333581025,0.043632016806722684,0.931372103947
Falls County,4.049951053459974,0.043632016806722684,0.923955456207
Fannin County,4.15208902371272,0.043632016806722684,0.935986907482
Fayette County,4.174065132097135,0.041660253851540624,0.916125622888
Fisher County,4.03828908437997,0.038959813375350136,0.935169193149
Floyd County,4.167147435234215,0.038959813375350136,0.940790622234
Foard County,4.09778586058987,0.038959813375350136,0.939254550139
Fort Bend County,4.1540436163249,0.04623601120448179,0.91464010179
Franklin County,4.246029801148505,0.043632016806722684,0.930212074518
Freestone County,4.0857297133506645,0.043632016806722684,0.923577295108
Frio County,4.323860558224415,0.041660253851540624,0.918313544989
Gaines County,4.136220475717755,0.038959813375350136,0.94349177368
Galveston County,4.143461432388841,0.04623601120448179,0.91357833147
Garza County,4.095609114154475,0.038959813375350136,0.937882173061
Gillespie County,4.18193867432281,0.041660253851540624,0.923660601888
Glasscock County,4.196605086255425,0.038959813375350136,0.935480301197
Goliad County,4.2424104684515,0.041660253851540624,0.913587404923
Gonzales County,4.21195445770213,0.041660253851540624,0.91656144995
Gray County,4.12345269543652,0.038959813375350136,0.946013391018
Grayson County,4.10195199530944,0.043632016806722684,0.93700553122
Gregg County,4.20308017539572,0.043632016806722684,0.925541275077
Grimes County,4.12887024940475,0.043632016806722684,0.918033376336
Guadalupe County,4.2255719228025,0.041660253851540624,0.919500418504
Hale County,4.190364227265119,0.038959813375350136,0.94139564236
Hall County,4.152774243363445,0.038959813375350136,0.941601756215
Hamilton County,4.03093358287424,0.043632016806722684,0.928914651984
Hansford County,4.24797757055239,0.038959813375350136,0.948733267784
Hardeman County,4.117672232561301,0.038959813375350136,0.940250358161
Hardin County,4.18726324028712,0.04623601120448179,0.915748516719
Harris County,4.14046069680715,0.04623601120448179,0.914349378609
Harrison County,4.25975048258093,0.043632016806722684,0.926241505146
Hartley County,4.339737678279455,0.038959813375350136,0.95151510338
Haskell County,4.041414756434425,0.038959813375350136,0.936239885873
Hays County,4.19974000417643,0.041660253851540624,0.92154359445
Hemphill County,4.136804737714575,0.038959813375350136,0.946533113718
Henderson County,4.110141017945705,0.043632016806722684,0.926776733994
Hidalgo County,4.28212799147263,0.041660253851540624,0.91122015908
Hill County,3.99945780375906,0.043632016806722684,0.928633300158
Hockley County,4.15670651725288,0.038959813375350136,0.944948360324
Hood County,3.981394529314045,0.043632016806722684,0.931632764637
Hopkins County,4.18975606824239,0.043632016806722684,0.931752446625
Houston County,4.156164299617419,0.043632016806722684,0.921807103923
Howard County,4.139540936981545,0.038959813375350136,0.935341748595
Hudspeth County,4.501663578979805,0.038959813375350136,0.964790197282
Hunt County,4.119194892467105,0.043632016806722684,0.932183251931
Hutchinson County,4.127051495922245,0.038959813375350136,0.947614759207
Irion County,4.180140169101895,0.038959813375350136,0.931497159104
Jack County,4.049205602437915,0.043632016806722684,0.935469195247
Jackson County,4.208507090903485,0.041660253851540624,0.913404456207
Jasper County,4.202401123308795,0.043632016806722684,0.916789342528
Jeff Davis County,4.50779611384497,0.038959813375350136,0.952204161341
Jefferson County,4.18854271537903,0.04623601120448179,0.914379319549
Jim Hogg County,4.294299050353425,0.041660253851540624,0.909514183348
Jim Wells County,4.28237963713773,0.041660253851540624,0.9102304294
Johnson County,3.99515034403616,0.043632016806722684,0.931131513913
Jones County,4.02492304403472,0.038959813375350136,0.934732046723
Karnes County,4.2588068629797,0.041660253851540624,0.915270911323
Kaufman County,4.079507947173185,0.043632016806722684,0.929555626292
Kendall County,4.22114477185151,0.041660253851540624,0.921702902764
Kenedy County,4.273357852655985,0.041660253851540624,0.912290919911
Kent County,4.085302374018775,0.038959813375350136,0.937127864361
Kerr County,4.211455009882335,0.041660253851540624,0.923958863203
Kimble County,4.17789313338218,0.041660253851540624,0.926776917917
King County,4.097856770456115,0.038959813375350136,0.938243916631
Kinney County,4.267026758960675,0.041660253851540624,0.924446990413
Kleberg County,4.27162887404437,0.041660253851540624,0.912462883136
Knox County,4.08572016875257,0.038959813375350136,0.937944123149
Lamar County,4.238393709764315,0.043632016806722684,0.934143638611
Lamb County,4.17963622639423,0.038959813375350136,0.945718152523
Lampasas County,4.099157762329765,0.041660253851540624,0.926864958472
La Salle County,4.313038934498255,0.041660253851540624,0.915324520734
Lavaca County,4.196161654749565,0.041660253851540624,0.914438179948
Lee County,4.173343688620025,0.041660253851540624,0.918138742447
Leon County,4.12555324386403,0.043632016806722684,0.92188796401
Liberty County,4.150031409544145,0.04623601120448179,0.914867284042
Limestone County,4.03771912001953,0.043632016806722684,0.923761329868
Lipscomb County,4.15004770077064,0.038959813375350136,0.948049044609
Live Oak County,4.282809057223445,0.041660253851540624,0.912458076477
Llano County,4.12573115441573,0.041660253851540624,0.924690345923
Loving County,4.391098745471355,0.038959813375350136,0.948314892618
Lubbock County,4.15654518013311,0.038959813375350136,0.939822512368
Lynn County,4.101878669338229,0.038959813375350136,0.938893369834
McCulloch County,4.13402163273634,0.041660253851540624,0.928403939192
McLennan County,4.021041851269,0.043632016806722684,0.92656655858
McMullen County,4.303703932393435,0.041660253851540624,0.913327407837
Madison County,4.140500895357585,0.043632016806722684,0.920259535313
Marion County,4.25748202429905,0.043632016806722684,0.927792159411
Martin County,4.180638033183294,0.038959813375350136,0.940136319399
Mason County,4.14048176316589,0.041660253851540624,0.926025475065
Matagorda County,4.2134420009527656,0.04623601120448179,0.914079099894
Maverick County,4.294888103850935,0.041660253851540624,0.922276049852
Medina County,4.28886707573417,0.041660253851540624,0.92026205104
Menard County,4.156485413789255,0.038959813375350136,0.928334913471
Midland County,4.241608162126665,0.038959813375350136,0.940270121098
Milam County,4.11924620359657,0.041660253851540624,0.921116416454
Mills County,4.108448466204105,0.043632016806722684,0.928722183955
Mitchell County,4.105790766677805,0.038959813375350136,0.934580331263
Montague County,4.09615818571493,0.043632016806722684,0.937267794609
Montgomery County,4.1438416914554,0.04623601120448179,0.916361484263
Moore County,4.262062795450235,0.038959813375350136,0.947793149948
Morris County,4.23328471859156,0.043632016806722684,0.929930023849
Motley County,4.141006437649805,0.038959813375350136,0.940164983273
Nacogdoches County,4.20977030493375,0.043632016806722684,0.921064861443
Navarro County,4.057188524390955,0.043632016806722684,0.926832290632
Newton County,4.2040228818327305,0.043632016806722684,0.917077029193
Nolan County,4.076194113543815,0.038959813375350136,0.933772001948
Nueces County,4.267615799006689,0.041660253851540624,0.913559978917
Ochiltree County,4.182180828545385,0.038959813375350136,0.948056991895
Oldham County,4.24182009837309,0.038959813375350136,0.950083805455
Orange County,4.192498118997555,0.04623601120448179,0.914948143065
Palo Pinto County,4.0247175134681505,0.043632016806722684,0.933581292629
Panola County,4.257851057291456,0.043632016806722684,0.924290013313
Parker County,4.00348388320756,0.043632016806722684,0.933156657219
Parmer County,4.20813267710689,0.038959813375350136,0.950731170177
Pecos County,4.345318631200495,0.038959813375350136,0.939923752485
Polk County,4.184946435979045,0.043632016806722684,0.916909768581
Potter County,4.150219348563359,0.038959813375350136,0.946982955933
Presidio County,4.532867098327095,0.038959813375350136,0.952387981362
Rains County,4.124804734199095,0.043632016806722684,0.930027686059
Randall County,4.1369509394507995,0.038959813375350136,0.946025066906
Reagan County,4.209934969558735,0.038959813375350136,0.935388743877
Real County,4.2362223642660055,0.041660253851540624,0.924916244215
Red River County,4.31485080532968,0.043632016806722684,0.932327949084
Reeves County,4.452689202564745,0.038959813375350136,0.949898610823
Refugio County,4.2405880234555395,0.041660253851540624,0.913756556371
Roberts County,4.1330278378241045,0.038959813375350136,0.947120060523
Robertson County,4.08990992070699,0.043632016806722684,0.920516283616
Rockwall County,4.086860797325565,0.043632016806722684,0.933097779751
Runnels County,4.09867894956358,0.038959813375350136,0.931797378063
Rusk County,4.20679977824229,0.043632016806722684,0.92398352921
Sabine County,4.20621877080713,0.043632016806722684,0.918844904751
San Augustine County,4.20213966810538,0.043632016806722684,0.919400683471
San Jacinto County,4.15989232507945,0.043632016806722684,0.916951127847
San Patricio County,4.260579736060205,0.041660253851540624,0.914080950949
San Saba County,4.1151240619113345,0.041660253851540624,0.926806183798
Schleicher County,4.1908296606539555,0.038959813375350136,0.929354013875
Scurry County,4.0673524702950745,0.038959813375350136,0.935868283113
Shackelford County,4.022655535122765,0.038959813375350136,0.934330806136
Shelby County,4.2360099338127,0.043632016806722684,0.921909167008
Sherman County,4.356598208634915,0.038959813375350136,0.948950458031
Smith County,4.150365337361955,0.043632016806722684,0.926886125751
Somervell County,3.99359780337773,0.043632016806722684,0.930755925179
Starr County,4.291819670126825,0.041660253851540624,0.908201732943
Stephens County,4.0379894773323946,0.043632016806722684,0.933966931701
Sterling County,4.168522015230445,0.038959813375350136,0.933156097757
Stonewall County,4.049722178364171,0.038959813375350136,0.93666270256
Sutton County,4.199531734659205,0.038959813375350136,0.928060140461
Swisher County,4.155489654683095,0.038959813375350136,0.944624975324
Tarrant County,4.00392559233102,0.043632016806722684,0.932980206013
Taylor County,4.053912074471294,0.038959813375350136,0.933288380504
Terrell County,4.29862152046446,0.038959813375350136,0.936652721897
Terry County,4.114982577411725,0.038959813375350136,0.944061920643
Throckmorton County,4.07069230333496,0.038959813375350136,0.936015663239
Titus County,4.2602292590133,0.043632016806722684,0.930746517398
Tom Green County,4.15923004215599,0.038959813375350136,0.93083435297
Travis County,4.182516115299054,0.043290426470588235,0.921993104311
Trinity County,4.177074785841375,0.043632016806722684,0.91948646307
Tyler County,4.19821397390787,0.043632016806722684,0.916298527609
Upshur County,4.20621367235618,0.043632016806722684,0.927484827382
Upton County,4.26117097941152,0.038959813375350136,0.939093749523
Uvalde County,4.27537651715411,0.041660253851540624,0.922901964188
Val Verde County,4.24218264025634,0.038959813375350136,0.930232904174
Van Zandt County,4.10915675687037,0.043632016806722684,0.928452415466
Victoria County,4.217985643607985,0.041660253851540624,0.91337803548
Walker County,4.1605167356935855,0.043632016806722684,0.918810030818
Waller County,4.1381417511889005,0.04623601120448179,0.915865448388
Ward County,4.347947893176485,0.038959813375350136,0.942768047838
Washington County,4.1521416421795,0.041660253851540624,0.916553539388
Webb County,4.304449220943135,0.041660253851540624,0.913499031961
Wharton County,4.197530099100965,0.041660253851540624,0.913711015667
Wheeler County,4.1403959168306645,0.038959813375350136,0.944418644905
Wichita County,4.118744244742699,0.038959813375350136,0.938876458577
Wilbarger County,4.1273706884620545,0.038959813375350136,0.938669401407
Willacy County,4.2731034192009645,0.041660253851540624,0.911318231374
Williamson County,4.154851766490785,0.041660253851540624,0.923013669252
Wilson County,4.26423414779747,0.041660253851540624,0.916724559936
Winkler County,4.3096898133945345,0.038959813375350136,0.942467759956
Wise County,4.035216412627455,0.043632016806722684,0.935136473179
Wood County,4.16890846743342,0.043632016806722684,0.92901288718
Yoakum County,4.105934431265335,0.038959813375350136,0.94550986588
Young County,4.067356970356595,0.043632016806722684,0.935621666908
Zapata County,4.3009299900598705,0.041660253851540624,0.91016882658
Zavala County,4.303074057733525,0.041660253851540624,0.920770680904
